Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,01/15/2023,3:45 PM,5:00 PM,>Boys>Boys 5th grade Division 1>Great Falls B5-1 Bovenzi,Edison HS - Main,Game,>Boys>Boys 5th grade Division 1>SYA B5-1 Ball,,,47,36,7431359,,
,01/15/2023,3:45 PM,5:00 PM,>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Wilson,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Kaufman,,,34,49,7389677,,
,01/15/2023,3:45 PM,5:00 PM,>Girls>Girls 7th Grade Division 1>Arlington G  Sedor,Annandale HS-#1,Game,>Girls>Girls 7th Grade Division 1>CYA G7-1  Walker,,,36,33,7431490,,
,01/15/2023,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 3>SYA B7-3 Sorg,Lewis HS-Main (was lee),Game,>Boys>Boys 7th Grade Division 3>Springfield B7- 3 Carroll,,,45,42,7389065,,
,01/15/2023,4:00 PM,5:15 PM,>Boys>Boys 5th grade Division 2>Reston B5-2 Brooks,Westfield HS-right,Game,>Boys>Boys 5th grade Division 2>BRYC B5-2  Hoagland,,,32,43,7431305,,
,01/15/2023,4:15 PM,5:30 PM,>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder,McLean HS-Main,Game,>Girls>Girls 7th Grade Division 1>McLean G7- 1 Megas,,,11,46,7389679,,
,01/15/2023,4:15 PM,5:30 PM,>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen,Patriot HS #1,Game,>Girls>Girls 8th Grade Division 1>Gainesville G8-1* Hampson,,,52,28,7387768,,
,01/15/2023,4:15 PM,5:30 PM,>Boys>Boys 6th Grade Division 2>Gainesville B6-2 Siguere,Patriot HS #3,Game,>Boys>Boys 6th Grade Division 2>SYA B6-2 Purdy,,,46,16,7390486,,
,01/15/2023,4:15 PM,5:30 PM,>Girls>Girls 5th grade Division 1>McLean G5-1 McNicoll,McLean HS-Aux,Game,>Girls>Girls 5th grade Division 1>DYS G5-1 Samson,,,21,37,7431169,,
,01/15/2023,4:45 PM,6:00 PM,>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 7th Grade Division 2>Burke B7-* Shouman,,,57,64,7431496,,
,01/15/2023,4:45 PM,6:00 PM,>Girls>Girls 6th Grade Division 2>SYA G6 -* Johnson,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth,,,33,13,7390024,,
,01/15/2023,4:45 PM,6:00 PM,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 1>McLean B6-1 Tallent,,,47,42,7390326,,
,01/15/2023,4:45 PM,6:00 PM,>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 3>SYA B8-* White,,,31,48,7431482,,
,01/15/2023,5:00 PM,6:15 PM,>Boys>Boys 5th grade Division 3>Burke B5-3 Hess,Bryant Center,Game,>Boys>Boys 5th grade Division 3>Gainesville B5-3  Penn,,,28,35,7431469,,
,01/15/2023,5:00 PM,6:15 PM,>Boys>Boys 5th grade Division 3>SYA B5-3  Vickers,Annandale HS-#2,Game,>Boys>Boys 5th grade Division 3>Herndon B5-3 Sevila,,,24,32,7431468,,
,01/15/2023,5:00 PM,6:15 PM,>Boys>Boys 7th Grade Division 3>Great Falls B7-3 Conver,Lewis HS-Main (was lee),Game,>Boys>Boys 7th Grade Division 3>Fort Hunt B7-3 Loving,,,32,69,7389066,,
,01/15/2023,5:30 PM,6:45 PM,>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea,Patriot HS #3,Game,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,from 12-13,,54,55,7387189,,
,01/15/2023,5:30 PM,6:45 PM,>Boys>Boys 8th Grade Division 3>Gainesville B8-3 Brown,Patriot HS #1,Game,>Boys>Boys 8th Grade Division 3>Herndon B8-3 Baker,,,44,37,7388797,,
,01/15/2023,5:30 PM,6:45 PM,>Boys>Boys 5th grade Division 2>McLean B5-2 Cecere,McLean HS-Aux,Game,>Boys>Boys 5th grade Division 2>BRYC B5-2  Shin,,,30,27,7431307,,
,01/15/2023,5:30 PM,6:45 PM,>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim,McLean HS-Main,Game,>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.,,,46,36,7387266,,
,01/15/2023,6:00 PM,7:15 PM,>Girls>Girls 5th grade Division 2>Annandale G5-2 Anderson,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone,no zone,,19,25,7430971,,
,01/15/2023,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 2 >Gainesville B8-2 Maxwell,Patriot HS #1,Game,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis,,,36,55,7388462,,
,01/15/2023,6:45 PM,8:00 PM,>Girls>Girls 6th Grade Division 1>Gainesville G6-1 Murray,Patriot HS #3,Game,>Girls>Girls 6th Grade Division 1>FPYC G6-1  Varner,,,17,36,7390021,,
,01/15/2023,6:45 PM,8:00 PM,>Girls>Girls 6th Grade Division 1>McLean G6-1 Hazzan,McLean HS-Aux,Game,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Harris,,,32,26,7390023,,
,01/15/2023,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti,McLean HS-Main,Game,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Ball,,,45,49,7388465,,
,01/17/2023,6:15 PM,7:30 PM,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Thanos,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Papadopoulos,,,21,51,7389856,,
,01/17/2023,6:15 PM,7:30 PM,>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah,,,46,44,7390335,,
,01/17/2023,6:45 PM,8:00 PM,>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Estenson,,,42,61,7389853,,
,01/17/2023,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 2>Great Falls B7-2 Klein,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>CYA B7-* Baltazar,,,58,49,7389855,,
,01/17/2023,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 3>Lee-Mt. Vernon B7-* Beisner,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 3>Gainesville B7-  Jackson,,,50,48,7389857,,
,01/17/2023,8:00 PM,9:15 PM,>Boys>Boys 7th Grade Division 2>McLean B7-2 Berusch,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Nickle,,,40,58,7389854,,
,01/18/2023,6:15 PM,7:30 PM,>Boys>Boys 8th Grade Division 1>Lee District CC B8-1 Love,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee,schedule adj,,68,40,7387215,,
,01/18/2023,7:30 PM,8:45 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 1>McLean B8-1 Harley,schedule adj,,49,77,7387184,,
,01/18/2023,8:45 PM,10:00 PM,>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 2>Lee District G8- 2 Tickner,,,26,37,7387754,,
,01/19/2023,6:15 PM,7:30 PM,>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 1>Gainesville G8-1* Hampson,,,45,36,7387755,,
,01/19/2023,7:30 PM,8:45 PM,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 2>Great Falls G8- 2 Hasan,,,27,23,7387756,,
,01/19/2023,8:45 PM,10:00 PM,>Girls>Girls 8th Grade Division 2>Burke G8-2 Zahui,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 2>CYA G8-2 Raptis,,,33,12,7387757,,
,01/21/2023,8:45 AM,10:00 AM,>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 6th Grade Division 2>Lee District B6-2 Diffenbach,use door 11 located back of school,,42,44,7390538,,
,01/21/2023,9:00 AM,10:15 AM,>Girls>Girls 6th Grade Division 2>Gainesville G6-2 Hiltner,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>Burke G6-2 Thomas,,,15,6,7390084,,
,01/21/2023,9:00 AM,10:15 AM,>Girls>Girls 5th grade Division 2>Lee-Mt.Vernon G5-2  Allen,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>BRYC G5-2  Larson,no zone,,20,21,7430946,,
,01/21/2023,9:00 AM,10:15 AM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Rewalt,Liberty MS-#1,Game,>Girls>Girls 5th grade Division 1>McLean G5-1 McNicoll,,,31,16,7431141,,
,01/21/2023,9:00 AM,10:15 AM,>Boys>Boys 5th grade Division 2>BRYC B5-2  Hoagland,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 2>Gainesville B5- 2 Bellis,,,32,35,7431256,,
,01/21/2023,9:00 AM,10:15 AM,>Boys>Boys 6th Grade Division 3>Burke B6-3 Tucker,Bryant Center,Game,>Boys>Boys 6th Grade Division 3>FPYC B6-3 Ragan,,,43,38,7390204,,
,01/21/2023,10:00 AM,11:15 AM,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Harris,Dorothy Hamm (Woodlawn),Game,>Girls>Girls 6th Grade Division 1>Arlington G6-* Gary,use door 11 located back of school,,22,30,7390085,,
,01/21/2023,10:15 AM,11:30 AM,>Boys>Boys 5th grade Division 2>CYA B5-2 Goodman,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 2>Fort Hunt B5-2 Blanton,,,36,58,7431258,,
,01/21/2023,10:15 AM,11:30 AM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1Mathes,Liberty MS-#1,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,30,18,7431143,,
,01/21/2023,10:15 AM,11:30 AM,>Girls>Girls 5th grade Division 2>Gainesville G5-2 Ratcliff,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>CYA G5-2  Wilke,no zone,,16,23,7430949,,
,01/21/2023,10:15 AM,11:30 AM,>Girls>Girls 6th Grade Division 2>Great Falls G6-2 Lonnett/Outlaw,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth,,,25,15,7390086,,
,01/21/2023,10:15 AM,11:30 AM,>Boys>Boys 5th grade Division 3>Gainesville B5-3  Penn,Bryant Center,Game,>Boys>Boys 5th grade Division 3>Herndon B5-3 Sevila,,,21,26,7431453,,
,01/21/2023,11:15 AM,12:30 PM,>Girls>Girls 7th Grade Division 2>McLean G7-2 Horenstein,Dorothy Hamm (Woodlawn),Game,>Girls>Girls 7th Grade Division 2>Gainesville G7-2 Lawhorne,use door 11 located back of school,,21,47,7389787,,
,01/21/2023,11:30 AM,12:45 PM,>Girls>Girls 5th grade Division 2>SYA G5-2 Trullender,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>Annandale G5-2 Anderson,no zone,,16,25,7430948,,
,01/21/2023,11:30 AM,12:45 PM,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Greiner,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 2>Gainesville B6-2 Siguere,,,38,32,7390540,,
,01/21/2023,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 1>Great Falls B5-1 Bovenzi,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 1>CYA B5-1 Batta,,,48,50,7431330,,
,01/21/2023,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 2>BRYC B5-2  Shin,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 2>FPYC B5-2 Plummer,,,39,37,7431260,,
,01/21/2023,11:30 AM,12:45 PM,>Boys>Boys 8th Grade Division 3>SYA B8-* White,Bryant Center,Game,>Boys>Boys 8th Grade Division 3>Burke B8- 3 DiSilvestro,,,50,54,7431481,,
,01/21/2023,12:30 PM,1:45 PM,>Boys>Boys 5th grade Division 2>Arlington B5 -2 Farrell /Mah,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Harper,,,51,12,7431255,,
,01/21/2023,12:45 PM,2:00 PM,>Boys>Boys 5th grade Division 1>McLean B5-1 Sweeny,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 1>Burke B5-1 Jackson,,,48,40,7431327,,
,01/21/2023,12:45 PM,2:00 PM,>Boys>Boys 5th grade Division 2>McLean B5-2 Cecere,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 2>Manassas Park B5-2 Toth,,,27,37,7431257,,
,01/21/2023,12:45 PM,2:00 PM,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Powell.,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 2>McLean B6-2 Klett,gym issues ,,40,31,7390537,,
,01/21/2023,12:45 PM,2:00 PM,>Boys>Boys 6th Grade Division 2>CYA B6-2 Kim,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Hankins,,,41,33,7390536,,
,01/21/2023,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Reston B8-2 Love,Gum Springs CC,Game,>Boys>Boys 8th Grade Division 2 >Gum Springs B8-2 Smith,,,48,70,7388472,,
,01/21/2023,1:45 PM,3:00 PM,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,,,41,24,7431329,,
,01/21/2023,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt,lost Hayfield ,,34,46,7390332,,
,01/21/2023,2:00 PM,3:15 PM,>Boys>Boys 5th grade Division 1>SYA B5-1 Ball,Liberty MS-#2,Game,>Boys>Boys 5th grade Division 1>BRYC B5-1 Webb,,,52,61,7431331,,
,01/21/2023,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 2>SYA B6-2 Purdy,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Springfield B6-2 Osborne,,,47,34,7390539,,
,01/21/2023,2:30 PM,3:45 PM,>Boys>Boys 5th grade Division 2>Reston B5-2 Brooks,Gum Springs CC,Game,>Boys>Boys 5th grade Division 2>Lee-Mt. Vernon B5-2 Black,,,27,35,7431259,,
,01/21/2023,2:50 PM,4:00 PM,>Girls>Girls 5th grade Division 2>FPYC G5-2 Anderson,Willard Middle School ,Game,>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone,no zone,,6,27,7430947,,
,01/21/2023,3:00 PM,4:15 PM,>Girls>Girls 5th grade Division 2>McLean G5-2 Roth,Dorothy Hamm (Woodlawn),Game,>Girls>Girls 5th grade Division 2>Arlington G5-2 Wishneff,no zone,,7,20,7430950,,
,01/21/2023,3:00 PM,4:15 PM,>Boys>Boys 6th Grade Division 3>Manassas Park B6 3 Legions,Manassas Park CC - #1,Game,>Boys>Boys 6th Grade Division 3>Lee-Mt. Vernon B6-3 Degenhardt,,,31,28,7390203,,
,01/21/2023,3:15 PM,4:30 PM,>Boys>Boys 8th Grade Division 2 >Mt. Vernon B8-2 Woodhall,Mount Vernon HS #1,Game,>Boys>Boys 8th Grade Division 2 >Herndon B8-2 Mendelsohn,,,23,59,7388469,,
,01/21/2023,3:15 PM,4:30 PM,>Boys>Boys 5th grade Division 3>DYS B5 -3 Armstrong,Bryant Center,Game,>Boys>Boys 5th grade Division 3>SYA B5-3  Vickers,,,26,50,7431452,,
,01/21/2023,3:15 PM,4:30 PM,>Boys>Boys 7th Grade Division 1>Reston  B7-1 Douad,Jefferson HS-#1,Game,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,,,54,48,7388703,,
,01/21/2023,3:15 PM,4:30 PM,>Girls>Girls 8th Grade Division 1>CYA G8-1 Dowling,Madison HS-Main,Game,>Girls>Girls 8th Grade Division 1>McLean G8-1 Norton,,,30,39,7387260,,
,01/21/2023,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 3>BRYC B6-3 Brown.,Gum Springs CC,Game,>Boys>Boys 6th Grade Division 3>Gum Springs B6-3 Cordisco,,,30,50,7390206,,
,01/21/2023,4:00 PM,5:10 PM,>Girls>Girls 5th grade Division 1>DYS G5-1 Samson,Willard Middle School ,Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Robins,,,13,32,7431142,,
,01/21/2023,4:15 PM,5:30 PM,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Ball,Manassas Park CC - #1,Game,>Boys>Boys 8th Grade Division 2 >Manassas Park B8-2 Gaskins,,,50,54,7388479,,
,01/21/2023,4:30 PM,5:45 PM,>Boys>Boys 8th Grade Division 2 >CYA B8-2 Weinstein,Mount Vernon HS #1,Game,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,,,53,71,7388467,,
,01/21/2023,4:30 PM,5:45 PM,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,Madison HS-Main,Game,>Girls>Girls 8th Grade Division 2>Springfield G8-* Allen,,,17,35,7387259,,
,01/21/2023,4:30 PM,5:45 PM,>Boys>Boys 7th Grade Division 1>Gainesville B7-1 Dandrea,Jefferson HS-#1,Game,>Boys>Boys 7th Grade Division 1>South County B7-1 Brown,,,42,38,7388700,,
,01/21/2023,5:10 PM,6:25 PM,>Boys>Boys 5th grade Division 1>Gainesville B5-1 Bauer,Willard Middle School ,Game,>Boys>Boys 5th grade Division 1>DYS B5-1 Mulhern,lost game prior ,,39,34,7431328,,
,01/21/2023,5:30 PM,6:45 PM,>Boys>Boys 8th Grade Division 3>Manassas Park B8- 3 Hockman,Manassas Park CC - #1,Game,>Boys>Boys 8th Grade Division 3>Lee-Mt. Vernon B8-3 Henderson,,,41,32,7388810,,
,01/21/2023,5:45 PM,7:00 PM,>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma,Mount Vernon HS #1,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Zippel,,,49,52,7388471,,
,01/21/2023,5:45 PM,7:00 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean,Madison HS-Main,Game,>Boys>Boys 8th Grade Division 1>SYA B8-1 Livingston,from 12-13/ lost Hayfield ,,71,59,7387190,,
,01/21/2023,7:00 PM,8:15 PM,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,Madison HS-Main,Game,>Boys>Boys 8th Grade Division 1>McLean B8-1 Harley,,,42,77,7387201,,
,01/21/2023,7:00 PM,8:15 PM,>Boys>Boys 7th Grade Division 3>Lee-Mt. Vernon B7-* Beisner,Mount Vernon HS #1,Game,>Boys>Boys 7th Grade Division 3>Springfield B7- 3 Carroll,,,44,36,7389080,,
,01/22/2023,11:00 AM,12:15 PM,>Boys>Boys 8th Grade Division 3>Great Falls B8-* Karaki,Westfield HS-right,Game,>Boys>Boys 8th Grade Division 3>Herndon B8-3 Baker,,,33,45,7388808,,
,01/22/2023,11:00 AM,12:15 PM,>Girls>Girls 6th Grade Division 1>Vienna G6-1 Brooks,Westfield HS-left ,Game,>Girls>Girls 6th Grade Division 1>DYS G6-1* Cook,,,18,12,7390102,,
,01/22/2023,11:45 AM,1:00 PM,>Boys>Boys 7th Grade Division 1>Arlington B7-1 Lowen,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 7th Grade Division 1>South County B7-1 Brown,use door 11 located back of school,,57,44,7388714,,
,01/22/2023,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 1>CYA B8-1 Rosenblatt,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,schedule adj,,37,65,7387202,,
,01/22/2023,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 2 >South County B8-2 Miller,Lewis HS-Main (was lee),Game,>Boys>Boys 8th Grade Division 2 >Arlington B8-2+ Davis,,,49,15,7388475,,;
,01/22/2023,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 2>Burke G8-2 Zahui,Lee HS-Aux,Game,>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano,,,26,57,7387772,,
,01/22/2023,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 2>CYA G8-2 Raptis,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>Mt. Vernon G8-2 Gorman,,,13,33,7387773,,
,01/22/2023,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.,Edison HS - Main,Game,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Garey,,,50,52,7387272,,
,01/22/2023,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 2 >Falls Church B8-2 Greiner,Mary Ellen Henderson MS,Game,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti,,,29,55,7388478,,
,01/22/2023,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 2>Vienna G8- 2 Tomlinson,Edison HS - Aux,Game,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,,,40,17,7387770,,
,01/22/2023,12:15 PM,1:30 PM,>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell,Westfield HS-right,Game,>Boys>Boys 8th Grade Division 3>Turnpike B8-3 Syron,,,45,31,7388809,,
,01/22/2023,12:15 PM,1:30 PM,>Girls>Girls 6th Grade Division 2>McLean G6-2 Morneau,Westfield HS-left ,Game,>Girls>Girls 6th Grade Division 2>Herndon G6-2 Williams,,,18,19,7390099,,
,01/22/2023,1:00 PM,2:15 PM,>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker,Dorothy Hamm (Woodlawn),Game,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Nickle,use door 11 located back of school,,19,52,7389896,,
,01/22/2023,1:00 PM,2:15 PM,>Boys>Boys 7th Grade Division 2>Vienna B7- * Leone,Hayfield HS-#2,Game,>Boys>Boys 7th Grade Division 2>CYA B7-* Baltazar,,,40,44,7389893,,
,01/22/2023,1:00 PM,2:15 PM,>Boys>Boys 5th grade Division 1>SYA B5-1 Ball,Hayfield HS-#1,Game,>Boys>Boys 5th grade Division 1>McLean B5-1 Sweeny,,,23,53,7431354,,
,01/22/2023,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 2>Burke B7-* Shouman,Lewis HS-Main (was lee),Game,>Boys>Boys 7th Grade Division 2>McLean B7-2 Berusch,,,60,54,7431500,,
,01/22/2023,1:15 PM,2:15 PM,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Powell.,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 2>Gainesville B6-2 Siguere,,,31,32,7390564,,
,01/22/2023,1:15 PM,2:30 PM,>Girls>Girls 5th grade Division 2>FPYC G5-2 Anderson,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>SYA G5-2 Trullender,no zone,,32,12,7430980,,
,01/22/2023,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 1>Lee-Mt. Vernon B8-1 Bosley,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>SYA B8-1 Livingston,,,67,63,7387203,,
,01/22/2023,1:15 PM,2:30 PM,>Girls>Girls 7th Grade Division 2>BRYC G7-2 Shin,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>Reston G7 Altamirano,,,22,30,7389794,, O 
,01/22/2023,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 1>Gainesville B7-1 Dandrea,Lee HS-Aux,Game,>Boys>Boys 7th Grade Division 1>Reston  B7-1 Douad,,,44,37,7388715,,:
,01/22/2023,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 2>South County B6-2 Coleman,Mary Ellen Henderson MS,Game,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Greiner,,,36,18,7390517,,
,01/22/2023,1:15 PM,2:30 PM,>Girls>Girls 8th Grade Division 1>CYA G8-1 Dowling,Edison HS - Main,Game,>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen,,,45,41,7387270,,
,01/22/2023,1:15 PM,2:30 PM,>Boys>Boys 5th grade Division 2>Fort Hunt B5-2 Blanton,Edison HS - Aux,Game,>Boys>Boys 5th grade Division 2>Lee-Mt. Vernon B5-2 Black,,,49,36,7431302,,
,01/22/2023,1:30 PM,2:45 PM,>Boys>Boys 7th Grade Division 3>Fort Hunt B7-3 Loving,Westfield HS-right,Game,>Boys>Boys 7th Grade Division 3>SYA B7-3 Sorg,,,55,58,7389068,,
,01/22/2023,1:30 PM,2:45 PM,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth,Westfield HS-left ,Game,>Girls>Girls 6th Grade Division 2>CYA G6-2 Ballam ,,,8,21,7390100,,
,01/22/2023,1:45 PM,3:00 PM,>Boys>Boys 5th grade Division 1>Gainesville B5-1 Bauer,Gainesville HS side ,Game,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,,,27,41,7431361,,
,01/22/2023,2:15 PM,3:30 PM,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Thanos,Hayfield HS-#2,Game,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Estenson,,,27,49,7389894,,
,01/22/2023,2:15 PM,3:30 PM,>Girls>Girls 7th Grade Division 1>Burke G7-1 Jones,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder,,,39,19,7389682,,
,01/22/2023,2:15 PM,3:30 PM,>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 2>Vienna G5-2 Korman,no zone,,23,20,7430976,,
,01/22/2023,2:15 PM,3:30 PM,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Kaufman,Dorothy Hamm (Woodlawn),Game,>Girls>Girls 7th Grade Division 1>Fort Hunt G7-1 Langone,use door 11 located back of school,,59,26,7389681,,
,01/22/2023,2:30 PM,3:45 PM,>Girls>Girls 7th Grade Division 2>Arlington G7-2 Scarcella,Annandale HS-#1,Game,>Girls>Girls 7th Grade Division 2>SYA G7-2 Henryhand,,,11,30,7389796,,
,01/22/2023,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 3>Annandale B7-3 Gregory,Lewis HS-Main (was lee),Game,>Boys>Boys 7th Grade Division 3>Herndon B7-3 Starinieri,,,36,33,7389067,,
,01/22/2023,2:30 PM,3:45 PM,>Girls>Girls 5th grade Division 2>CYA G5-2  Wilke,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 2>Annandale G5-2 Anderson,no zone,,31,21,7430979,,
,01/22/2023,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 3>Springfield B7- 3 Carroll,Lee HS-Aux,Game,>Boys>Boys 7th Grade Division 3>Reston  B7-3 Schlesinger,,,41,30,7389069,,
,01/22/2023,2:30 PM,3:45 PM,>Girls>Girls 7th Grade Division 2>Gainesville G7-2 Lawhorne,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>McLean G7-2 Horenstein,,,53,21,7389795,,
