Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,01/23/2022,1:00 PM,2:15 PM,>Boys>Boys 8th Grade Division 2 >Burke B8-2 Mitchell,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Malesky,,,34,40,7021553,,
,01/23/2022,1:00 PM,2:15 PM,>Girls>Girls 7th Grade Division 1>Fort Hunt G7-1 Garey,Hayfield HS-#2,Game,>Girls>Girls 7th Grade Division 1>McLean G7- Kim,,,48,29,7026733,,Great referees 
,01/23/2022,1:00 PM,2:15 PM,>Girls>Girls 5th grade Division 1>CYA G5-1 Nichols,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Brooks,,,23,12,7024187,,
,01/23/2022,1:15 PM,8:30 PM,TBD,South Lakes HS Right,no use,,no use ,,,,7047747,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,West Springfield-#2,Game,>Boys>Boys 8th Grade Division 2 >Reston B8-2 Lansdowne,lost SL,,77,64,7021550,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 2>Lee-Mt. Vernon B6-2 Beisner,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,,,43,32,7023808,,
7023139,01/23/2022,1:15 PM,2:30 PM,>Girls>Girls 8th Grade Division 2>McLean G8-2 Hueber,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,,,16,21,7024364,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>McLean B7-1 Concepcion,,,47,56,7021687,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 5th grade Division 1>CYA B5-1 Lee,Westfield HS-#2 (N),Game,>Boys>Boys 5th grade Division 1>Great Falls B5-1 Clarke,,,28,27,7024100,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Choi,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 2 >BRYC B8- Shin,,,36,40,7021472,,
7025498,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 5th grade Division 2>FPYC B5-2 Ragan,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,,,17,24,7026546,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Zippel,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,,,39,38,7022206,,
,01/23/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 3>Reston B8-3 Legler,Westfield HS-#1 (N),Game,>Boys>Boys 8th Grade Division 3>Mt. Vernon B8-2 Woodhall,,,32,47,7021892,,
,01/23/2022,1:30 PM,2:45 PM,>Boys>Boys 8th Grade Division 3>Falls Church B8-  Kusic,Mary Ellen Henderson MS,Game,>Boys>Boys 8th Grade Division 3>Great Falls B8-3 Britt,,,50,37,7054215,,
,01/23/2022,2:15 PM,3:30 PM,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,West Springfield-Main,Game,>Girls>Girls 8th Grade Division 1>Mt. Vernon G8-1 Marshall,,,21,32,7023088,,
,01/23/2022,2:15 PM,3:30 PM,>Girls>Girls 6th Grade Division 1>CYA G6-1  Walker,Hayfield HS-#1,Game,>Girls>Girls 6th Grade Division 1>McLean G6-1 Mcnicoll,,,37,14,7026771,,
,01/23/2022,2:15 PM,3:30 PM,>Girls>Girls 7th Grade Division 2>Burke G7-2 Edwards,Hayfield HS-#2,Game,>Girls>Girls 7th Grade Division 1>SYA G7-1 Andersen,,,21,52,7026734,,
7025500,01/23/2022,2:15 PM,3:30 PM,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Wilson,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>Burke B5-2 Howard,,,35,16,7026553,,
,01/23/2022,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 1>Lee District B8-1 Diffenbach,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,,,61,59,7021473,,
,01/23/2022,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 1>SYA  B7-1 Pilon,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>South County B7-1 Miller,,,,,7021688,,
7025499,01/23/2022,2:30 PM,3:45 PM,>Boys>Boys 5th grade Division 2>Lee District B5-2 Diffenbach,Westfield HS-#2 (N),Game,>Boys>Boys 5th grade Division 2>Turpike B5-2 Ours,,,33,32,7026565,,
,01/23/2022,2:30 PM,3:45 PM,>Girls>Girls 6th Grade Division 2>FPYC G6-2 Varner,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 2>SYA G6-2 Smith,,,16,10,7026806,,
,01/23/2022,2:30 PM,3:45 PM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Harris,Edison HS - Aux,Game,>Girls>Girls 5th grade Division 1>Mt. Vernon G5-1 Duckett,,,28,21,7024186,,
7023140,01/23/2022,2:30 PM,3:45 PM,>Girls>Girls 8th Grade Division 2>Reston G8-2 Zeberlein,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>SYA G8-2 Langford,,,15,31,7024371,,
,01/23/2022,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 1>Herndon B8-1 Jones,West Springfield-#2,Game,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Gonzalez,lost SL,,32,71,7021474,,
,01/23/2022,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 3>Burke B8- 3 Buttrey,Westfield HS-#1 (N),Game,>Boys>Boys 8th Grade Division 3>Springfield B8-  Alvarez,,,55,43,7021893,,
,01/23/2022,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 2>Gum Springs B7-2 Sanders,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>Vienna B7-2 Desenti,,,56,37,7022210,, cc entered score  
,01/23/2022,2:45 PM,4:00 PM,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Papadopou,Mary Ellen Henderson MS,Game,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Leone,,,27,28,7024007,,
,01/23/2022,3:30 PM,4:45 PM,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>Reston B5-1 Laureano,,,27,32,7024101,,
,01/23/2022,3:30 PM,4:45 PM,>Girls>Girls 6th Grade Division 1>Arlington G6-1 Kaufman,Hayfield HS-#2,Game,>Girls>Girls 6th Grade Division 1>Great Falls G6-1 Wilson,,,24,20,7026769,,
,01/23/2022,3:30 PM,4:45 PM,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Lomas,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>McLean G7-1 Norton,,,51,27,7026692,," Good, intense, hard-fought game. "
,01/23/2022,3:30 PM,4:45 PM,>Girls>Girls 8th Grade Division 2>Vienna G8-2 Amouri,West Springfield-Main,Game,>Girls>Girls 8th Grade Division 2>Great Falls G8- Exley,,,14,39,7023087,,
,01/23/2022,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 1>McLean B6- Borelli,Westfield HS-#1 (N),Game,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Epps,,,33,36,7024008,,
,01/23/2022,3:45 PM,5:00 PM,>Girls>Girls 6th Grade Division 2>Burke G6-2 Igl,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Shin,,,12,18,7026805,,
,01/23/2022,3:45 PM,5:00 PM,>Boys>Boys 5th grade Division 1>Burke B5-1 Raybon,Westfield HS-#2 (N),Game,>Boys>Boys 5th grade Division 1>McLean B5-1 Tallent,,,36,28,7024102,,
,01/23/2022,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,South County MS - Main,Game,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,,,45,48,7022208,,
,01/23/2022,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,West Springfield-#2,Game,>Boys>Boys 7th Grade Division 1>Reston B7-1 Byrnes,lost SL,,24,58,7021690,,
,01/23/2022,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 2>CYA B6-2 Hackney,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 2>Fort Belvoir B6-2 Sherm,,,47,13,7024009,,
7023138,01/23/2022,3:45 PM,5:00 PM,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 1>CYA G8-1 Brault,,,36,29,7024355,, Did not have a score book.   
,01/23/2022,4:15 PM,5:30 PM,>Boys>Boys 8th Grade Division 1>McLean B8-1 Jackson,McLean HS-Main,Game,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,,,,,7021476,,
,01/23/2022,4:15 PM,5:30 PM,>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon,McLean HS-Aux,Game,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,,,23,56,7023811,,
,01/23/2022,4:45 PM,6:00 PM,>Boys>Boys 6th Grade Division 2>Turnpike B6-2 Taylor,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 2>FPYC B6-2 Nickle,,,47,50,7024006,,
,01/23/2022,4:45 PM,6:00 PM,>Girls>Girls 7th Grade Division 1>CYA G7-1 Dowling,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Lee-Mt.Vernon G7-1 Breland,,,26,53,7026693,,
,01/23/2022,4:45 PM,6:00 PM,>Boys>Boys 8th Grade Division 3>SYA B8-2 Vickers,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 3>Lee-Mt. Vernon B8-3 Stewart,,,44,33,7021894,,
,01/23/2022,4:45 PM,6:00 PM,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Langone,Hayfield HS-#2,Game,>Girls>Girls 6th Grade Division 1>Burke G6-1 Jones,,,13,21,7026770,,
7025501,01/23/2022,5:00 PM,6:15 PM,>Boys>Boys 5th grade Division 2>Gum Springs B5-2 Cordisco,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>SYA B5- Chase,,,11,32,7026559,,
,01/23/2022,5:00 PM,6:15 PM,>Girls>Girls 5th grade Division 1>Burke G5-1 Warren,Westfield HS-#2 (N),Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,13,25,7024185,,
,01/23/2022,5:00 PM,6:15 PM,>Boys>Boys 6th Grade Division 2>Reston  B6-2 Schlesinger,Westfield HS-#1 (N),Game,>Boys>Boys 6th Grade Division 2>Herndon B6-2 Mathews,,,29,19,7024003,,
,01/23/2022,5:00 PM,6:15 PM,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Jones,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 1>Reston  B6-1 Douad,lost SL,,31,30,7023810,, Great game by both teams.  Buzzer better win! 
,01/23/2022,5:00 PM,6:15 PM,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Syron,,,41,37,7022209,,
,01/23/2022,5:00 PM,6:15 PM,>Boys>Boys 7th Grade Division 2>Lee-Mt. Vernon B7-2 Henderson,Annandale HS-#2,Game,>Boys>Boys 7th Grade Division 2>SYA B7-2 Livingston,,,23,54,7022207,, One referee left at half time 
,01/23/2022,5:30 PM,6:45 PM,>Boys>Boys 8th Grade Division 2 >SYA B8-2 Hill,McLean HS-Main,Game,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Riggins,,,48,49,7021552,,
,01/23/2022,6:00 PM,7:15 PM,>Boys>Boys 6th Grade Division 2>BRYC B6-2 Thanos,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Loving,,,33,25,7024004,,
,01/23/2022,6:15 PM,7:30 PM,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,South County MS - Main,Game,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Conver,,,,,7024005,,
,01/23/2022,6:15 PM,7:30 PM,>Boys>Boys 5th grade Division 1>Lee-Mt. Vernon B5- Davis,Westfield HS-#1 (N),Game,>Boys>Boys 5th grade Division 1>BRYC B5- Mitchell,,,44,23,7053305,,
7025495,01/23/2022,6:45 PM,8:00 PM,>Boys>Boys 5th grade Division 2>Vienna B5-2 Davis,McLean HS-Aux,Game,>Boys>Boys 5th grade Division 2>McLean B5-2 Stephenson,,,16,8,7026595,,
,01/23/2022,6:45 PM,8:00 PM,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,McLean HS-Main,Game,>Girls>Girls 8th Grade Division 1>McLean G8-1 Megas,,,39,24,7023089,,
,01/24/2022,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Malesky,Bryant Center,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Forti,,,33,47,7021538,,
,01/24/2022,8:00 PM,9:15 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,Bryant Center,Game,>Boys>Boys 8th Grade Division 1>Great Falls B8-1 Brown,,,69,55,7021535,,
,01/25/2022,6:00 PM,10:00 PM,TBD,Jackson MS-Front gym,no use,,no use ,,,,7049727,,
,01/25/2022,6:15 PM,7:30 PM,>Boys>Boys 8th Grade Division 1>BRYC B8-1 Gonzalez,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden,lost Jackson 1/24,,67,66,7021454,,
,01/25/2022,6:45 PM,8:00 PM,>Girls>Girls 8th Grade Division 1>SYA G8-1 Moore,Bryant Center,Game,>Girls>Girls 8th Grade Division 1>Mt. Vernon G8-1 Marshall,,,49,38,7023097,,
,01/25/2022,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 1>SYA  B7-1 Pilon,lost Jackson 1-24,,60,21,7021680,,
,01/25/2022,8:00 PM,9:15 PM,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,Bryant Center,Game,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Loving,,,38,33,7023094,,
,01/25/2022,8:45 PM,10:00 PM,>Boys>Boys 7th Grade Division 1>Great Falls B7-1 Goldburg,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,lost Jackson 1-24,,36,52,7021676,,
,01/26/2022,6:15 PM,7:30 PM,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,Jackson MS-Front gym,Game,>Boys>Boys 8th Grade Division 2 >Burke B8-2 Mitchell,from 1/25,,56,41,7021534,,
,01/26/2022,6:45 PM,8:00 PM,>Boys>Boys 7th Grade Division 2>Lee-Mt. Vernon B7-2 Henderson,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,,,25,63,7022178,,
,01/26/2022,7:00 PM,8:15 PM,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>CYA B7-2 Atkinson,,,36,49,7022183,,
,01/26/2022,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 2>Springfield B7-2 Morrison,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Syron,,,47,17,7022180,,
,01/26/2022,8:00 PM,9:15 PM,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Davis,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Zippel,,,50,17,7022179,,
,01/26/2022,8:15 PM,9:30 PM,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,,,44,48,7022177,,
,01/26/2022,8:45 PM,10:00 PM,>Boys>Boys 7th Grade Division 2>Reston B7-2 Love,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 2>Vienna B7-2 Desenti,,,27,51,7022182,,
,01/27/2022,6:00 PM,10:00 PM,TBD,Jackson MS-Front gym,no use,,no use ,,,,7049725,,
,01/27/2022,6:00 PM,10:00 PM,TBD,Jackson MS rear gym,no use,,no use ,,,,7049726,,
7023131,01/27/2022,6:45 PM,8:00 PM,>Girls>Girls 8th Grade Division 2>Vienna G8-2 Amouri,Bryant Center,Game,>Girls>Girls 8th Grade Division 2>SYA G8-2 Langford,lost Jackson ,,13,44,7024388,,
7023130,01/27/2022,8:00 PM,9:15 PM,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,Bryant Center,Game,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,,,41,33,7024356,,
,01/29/2022,12:00 PM,1:00 PM,>Boys>Boys 7th Grade Division 2>Turnpike B7-2 Syron,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>Lee-Mt. Vernon B7-2 Henderson,from 1-16 ,,,,7022202,,
,01/29/2022,12:00 PM,1:00 PM,>Girls>Girls 5th grade Division 1>McLean G5-1 Hazzan,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,,,16,35,7024204,,
,01/29/2022,12:00 PM,1:00 PM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Harris,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>CYA G5-1 Nichols,,,12,14,7024201,, Went into Overtime. 
7025472,01/29/2022,12:00 PM,1:00 PM,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Wilson,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 2>FPYC B5-2 Ragan,snow delay,,30,14,7026551,,
,01/29/2022,1:00 PM,2:00 PM,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Choi,Bryant Center,Game,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,from 1-16,,33,39,7021545,,
7025527,01/29/2022,1:00 PM,2:00 PM,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 2>Burke B5-2 Howard,,,32,30,7026525,,
7025526,01/29/2022,1:15 PM,2:15 PM,>Boys>Boys 5th grade Division 2>Vienna B5-2 Davis,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>Lee District B5-2 Diffenbach,snow delay,,17,37,7026596,,
,01/29/2022,1:15 PM,2:15 PM,>Girls>Girls 5th grade Division 1>Mt. Vernon G5-1 Duckett,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,6,39,7024202,,
,01/29/2022,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Papadopou,Liberty MS-#1,Game,>Boys>Boys 6th Grade Division 2>CYA B6- Goodman,,,33,29,7054132,,
,01/29/2022,2:00 PM,3:15 PM,>Girls>Girls 7th Grade Division 1>McLean G7-1 Norton,Bryant Center,Game,>Girls>Girls 7th Grade Division 1>CYA G7-1 Dowling,from 1-16,,29,33,7026686,,
7025529,01/29/2022,2:15 PM,3:30 PM,>Boys>Boys 5th grade Division 2>Falls Church B5-2 Greiner,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>SYA B5- Chase,snow delay,,36,24,7026532,,
,01/29/2022,2:15 PM,3:15 PM,>Girls>Girls 6th Grade Division 2>FPYC G6-2 Varner,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>BRYC G6-2 Shin,,,25,8,7026813,,
,01/29/2022,2:15 PM,3:30 PM,>Boys>Boys 7th Grade Division 1>Lee District CC B7-1 Love,Annandale HS-#2,Game,>Boys>Boys 7th Grade Division 1>South County B7-1 Miller,,,52,29,7021711,,
,01/29/2022,2:15 PM,3:30 PM,>Boys>Boys 7th Grade Division 1>CYA B7-1 Rosenblatt,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,,,42,50,7021710,,
,01/29/2022,3:15 PM,4:30 PM,>Girls>Girls 6th Grade Division 2>McLean G6-2 Gupta,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 2>SYA G6-2 Smith,snow delay,,,,7026814,,
,01/29/2022,3:15 PM,4:30 PM,>Boys>Boys 7th Grade Division 2>Gum Springs B7-2 Sanders,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,lost TJ #2,,34,59,7022195,,
7025528,01/29/2022,3:30 PM,4:30 PM,>Boys>Boys 5th grade Division 2>Gum Springs B5-2 Cordisco,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>South County 5-2 Arora,,,12,27,7026560,,
,01/29/2022,3:30 PM,4:45 PM,>Boys>Boys 6th Grade Division 1>Fort Hunt B6-1 Estenson,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,snow delay,,28,67,7023803,,
,01/29/2022,3:30 PM,4:45 PM,>Boys>Boys 8th Grade Division 3>Springfield B8-  Alvarez,Annandale HS-#2,Game,>Boys>Boys 8th Grade Division 3>Great Falls B8-3 Britt,,,45,47,7054224,,
,01/29/2022,3:30 PM,4:45 PM,>Boys>Boys 7th Grade Division 1>Great Falls B7-1 Goldburg,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 1>SYA  B7-1 Pilon,,,30,29,7021712,,
,01/29/2022,4:00 PM,5:15 PM,>Boys>Boys 7th Grade Division 2>Burke B7-1 DiSilvestro,Lake Braddock 4 far side,Game,>Boys>Boys 7th Grade Division 2>McLean B7-2 Ball,,,38,52,7021713,,
,01/29/2022,4:30 PM,5:45 PM,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,Liberty MS-#1,Game,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,snow delay,,,,7023800,,
,01/29/2022,4:30 PM,5:45 PM,>Boys>Boys 8th Grade Division 3>Turnpike B8-3 Ours,Bryant Center,Game,>Boys>Boys 8th Grade Division 3>Reston B8-3 Legler,,,46,25,7021887,,
,01/29/2022,4:30 PM,5:45 PM,>Boys>Boys 5th grade Division 1>Fort Hunt B5-1 Casey,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>McLean B5-1 Tallent,,,33,39,7024094,,
,01/29/2022,4:45 PM,6:00 PM,>Boys>Boys 5th grade Division 1>CYA B5-1 Lee,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 1>Reston B5-1 Laureano,snow delay,,19,51,7024092,,
,01/29/2022,4:45 PM,6:00 PM,>Girls>Girls 7th Grade Division 1>McLean G7- Kim,Annandale HS-#1,Game,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Lomas,,,23,52,7026728,, Great effort by both teams who each had only 6 players for this game. 
,01/29/2022,4:45 PM,6:00 PM,>Boys>Boys 8th Grade Division 3>CYA B8-3 Carr,Annandale HS-#2,Game,>Boys>Boys 8th Grade Division 3>SYA B8-2 Vickers,,,44,38,7021906,,
,01/29/2022,5:15 PM,6:30 PM,>Boys>Boys 5th grade Division 1>Burke B5-1 Raybon,Lake Braddock 4 far side,Game,>Boys>Boys 5th grade Division 1>BRYC B5- Mitchell,,,44,43,7024091,,
,01/29/2022,5:45 PM,7:00 PM,>Girls>Girls 6th Grade Division 1>McLean G6-1 Mcnicoll,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 1>Burke G6-1 Jones,snow delay,,7,25,7026762,,
,01/29/2022,5:45 PM,7:00 PM,>Boys>Boys 8th Grade Division 3>Burke B8- 3 Buttrey,Bryant Center,Game,>Boys>Boys 8th Grade Division 3>Falls Church B8-  Kusic,SNOW delay from 1-16,,51,48,7054211,,
,01/29/2022,6:00 PM,7:15 PM,>Girls>Girls 8th Grade Division 1>CYA G8-1 Brault,Annandale HS-#1,Game,>Girls>Girls 8th Grade Division 1>SYA G8-1 Moore,,,20,48,7023076,,
,01/29/2022,6:00 PM,7:15 PM,>Girls>Girls 7th Grade Division 2>Reston G7-2 Eckhardt,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>Burke G7-2 Edwards,,,17,35,7026727,,
,01/29/2022,6:30 PM,7:45 PM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Lockheed,Lake Braddock 4 far side,Game,>Girls>Girls 5th grade Division 1>Burke G5-1 Warren,,,18,16,7024203,,
,01/29/2022,7:15 PM,8:30 PM,>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Zippel,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 2>SYA B7-2 Livingston,fr 1-9,,28,30,7022234,,
7023151,01/29/2022,7:15 PM,8:30 PM,>Girls>Girls 8th Grade Division 2>Reston G8-2 Zeberlein,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>Burke G8-2 Hill,fr 1-9,,19,42,7024373,,
,01/30/2022,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 1>Burke B8-1 Concepcion,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>CYA B8-1 Jones,,,38,62,7021554,,
7023141,01/30/2022,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,,,28,60,7024357,,
7023142,01/30/2022,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 2>Burke G8-2 Hill,South County MS - Main,Game,>Girls>Girls 8th Grade Division 2>Vienna G8-2 Amouri,,,46,17,7024349,,
,01/30/2022,12:00 PM,1:15 PM,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,,,49,42,7021691,,
,01/30/2022,12:00 PM,1:15 PM,>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Rolph,Edison HS - Aux,Game,>Girls>Girls 7th Grade Division 1>Fort Hunt G7-1 Garey,Lost Hayfield ,,22,48,7026694,,Very good refs
,01/30/2022,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 3>Falls Church B8-  Kusic,Mary Ellen Henderson MS,Game,>Boys>Boys 8th Grade Division 3>Lee-Mt. Vernon B8-3 Stewart,,,41,44,7054217,,
,01/30/2022,1:00 PM,2:15 PM,>Boys>Boys 6th Grade Division 2>FPYC B6-2 Nickle,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,,,,,7024012,,
,01/30/2022,1:00 PM,7:00 PM,TBD,Hayfield HS-#1,no use,,no use ,,,,7039738,,
,01/30/2022,1:00 PM,8:00 PM,TBD,Hayfield HS-#2,no use,,no use ,,,,7039740,,
,01/30/2022,1:00 PM,2:15 PM,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Riggins,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,,,51,60,7021555,,
,01/30/2022,1:00 PM,2:15 PM,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,24,16,7024191,,
,01/30/2022,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 1>Arlington B8-1 Lowen,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>Herndon B8-1 Jones,,,,,7021478,,
