CsvRow(db_id=7387165, date='2022-11-28', real_date=datetime.datetime(2022, 11, 28, 0, 0), team='>Boys>Boys 8th Grade Division 1>Lee Mt. Vernon B8-1 Bosley', opponent='>Boys>Boys 8th Grade Division 1>McLean B8-1 Harley', points=39, against=78, error=False)
CsvRow(db_id=7387198, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 1>SYA B8-1 Livingston', opponent='>Boys>Boys 8th Grade Division 1>McLean B8-1 Harley', points=35, against=64, error=False)
CsvRow(db_id=7389063, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 3>Reston  B7-3 Schlesinger', opponent='>Boys>Boys 7th Grade Division 3>Annandale B7-3 Gregory', points=30, against=25, error=False)
CsvRow(db_id=7431168, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman', opponent='>Girls>Girls 5th grade Division 1>BRYC G5-1 Murphy', points=26, against=29, error=False)
CsvRow(db_id=7388798, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 3>Burke B8- 3 DiSilvestro', opponent='>Boys>Boys 8th Grade Division 3>Manassas Park B8- 3 Hockman', points=51, against=48, error=False)
CsvRow(db_id=7431303, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 2>Manassas Park B5-2 Toth', opponent='>Boys>Boys 5th grade Division 2>CYA B5-2 Goodman', points=41, against=24, error=False)
CsvRow(db_id=7389791, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 7th Grade Division 2>Reston G7-2 Altamirano', opponent='>Girls>Girls 7th Grade Division 2>Gainesville G7-2 Lawhorne', points=16, against=40, error=False)
CsvRow(db_id=7431304, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 2>Gainesville B5- 2 Bellis', opponent='>Boys>Boys 5th grade Division 2>FPYC B5-2 Plummer', points=47, against=37, error=False)
CsvRow(db_id=7390022, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 6th Grade Division 1>Vienna G6-1 Amouri', opponent='>Girls>Girls 6th Grade Division 1>Burke G6-1 Buttery', points=28, against=20, error=False)
CsvRow(db_id=7389793, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 7th Grade Division 2>McLean G7-2 Horenstein', opponent='>Girls>Girls 7th Grade Division 2>Arlington G7-2 Scarcella', points=36, against=18, error=False)
CsvRow(db_id=7388457, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Zippel', opponent='>Boys>Boys 8th Grade Division 2 >CYA B8-2 Weinstein', points=53, against=58, error=False)
CsvRow(db_id=7387767, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker', opponent='>Girls>Girls 8th Grade Division 2>Burke G8-2 Zahui', points=26, against=31, error=False)
CsvRow(db_id=7387769, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano', opponent='>Girls>Girls 8th Grade Division 2>CYA G8-2 Raptis', points=38, against=2, error=False)
CsvRow(db_id=7389890, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 2>Great Falls B7-2 Klein', opponent='>Boys>Boys 7th Grade Division 2>McLean B7-2 Berusch', points=64, against=42, error=False)
CsvRow(db_id=7431308, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 2>Lee Mt. Vernon B5-2 Black', opponent='>Boys>Boys 5th grade Division 2>DYS B5 -2 Venia', points=22, against=37, error=False)
CsvRow(db_id=7389889, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Estenson', opponent='>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Papadopoulos', points=46, against=48, error=False)
CsvRow(db_id=7387267, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 8th Grade Division 2>Mt. Vernon G8-2 Gorman', opponent='>Girls>Girls 8th Grade Division 2>Springfield G8-* Allen', points=18, against=29, error=False)
CsvRow(db_id=7390327, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt', opponent='>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon', points=49, against=38, error=False)
CsvRow(db_id=7387196, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee', opponent='>Boys>Boys 8th Grade Division 1>Lee District B8-1 Love', points=63, against=69, error=False)
CsvRow(db_id=7389064, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 3>Herndon B7-3 Starinieri', opponent='>Boys>Boys 7th Grade Division 3>CYA B7-3 Hackney', points=32, against=34, error=False)
CsvRow(db_id=7390095, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 6th Grade Division 2>CYA G6-2 Ballam', opponent='>Girls>Girls 6th Grade Division 2>Burke G6-2 Thomas', points=19, against=16, error=False)
CsvRow(db_id=7431313, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 1>Vienna B5-1 Simpson', opponent='>Boys>Boys 5th grade Division 1>Burke B5-1 Jackson', points=39, against=36, error=False)
CsvRow(db_id=7390329, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 6th Grade Division 1>Gainesville B6-1 Torco', opponent='>Boys>Boys 6th Grade Division 1>BRYC B6-1 Mitchell', points=46, against=37, error=False)
CsvRow(db_id=7388708, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 1>McLean B7-1 Leggett', opponent='>Boys>Boys 7th Grade Division 1>Gainesville B7-1 Dandrea', points=38, against=42, error=False)
CsvRow(db_id=7430972, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 5th grade Division 2>Vienna G5-2 Korman', opponent='>Girls>Girls 5th grade Division 2>FPYC G5-2 Anderson', points=27, against=14, error=False)
CsvRow(db_id=7431367, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 1>BRYC B5-1 Webb', opponent='>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka', points=30, against=33, error=False)
CsvRow(db_id=7389792, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 7th Grade Division 2>SYA G7-2 Henryhand', opponent='>Girls>Girls 7th Grade Division 2>BRYC G7-2 Shin', points=29, against=12, error=False)
CsvRow(db_id=7388460, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis', opponent='>Boys>Boys 8th Grade Division 2 >BRYC B8-2 Sharma', points=42, against=48, error=False)
CsvRow(db_id=7390328, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 6th Grade Division 1>Lee Mt. Vernon B6-1 Davis', opponent='>Boys>Boys 6th Grade Division 1>Reston B6-1 Laureano', points=44, against=35, error=False)
CsvRow(db_id=7431170, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 5th grade Division 1>Great Falls G5-1 Rewalt', opponent='>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Mathes', points=23, against=9, error=False)
CsvRow(db_id=7390521, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 6th Grade Division 2>Springfield B6-2 Osborne', opponent='>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco', points=34, against=45, error=False)
CsvRow(db_id=7431359, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 1>Great Falls B5-1 Bovenzi', opponent='>Boys>Boys 5th grade Division 1>SYA B5-1 Ball', points=47, against=36, error=False)
CsvRow(db_id=7389677, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Wilson', opponent='>Girls>Girls 7th Grade Division 1>Arlington G7-1 Kaufman', points=34, against=49, error=False)
CsvRow(db_id=7431490, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 7th Grade Division 1>Arlington G7-1 Sedor', opponent='>Girls>Girls 7th Grade Division 1>CYA G7-1  Walker', points=36, against=33, error=False)
CsvRow(db_id=7389065, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 3>SYA B7-3 Sorg', opponent='>Boys>Boys 7th Grade Division 3>Springfield B7- 3 Carroll', points=45, against=42, error=False)
CsvRow(db_id=7431305, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 2>Reston B5-2 Brooks', opponent='>Boys>Boys 5th grade Division 2>BRYC B5-2  Hoagland', points=32, against=43, error=False)
CsvRow(db_id=7389679, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder', opponent='>Girls>Girls 7th Grade Division 1>McLean G7- 1 Megas', points=11, against=46, error=False)
CsvRow(db_id=7390486, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 6th Grade Division 2>Gainesville B6-2 Siguere', opponent='>Boys>Boys 6th Grade Division 2>SYA B6-2 Purdy', points=46, against=16, error=False)
CsvRow(db_id=7387768, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 8th Grade Division 1>SYA G8-1 Andersen', opponent='>Girls>Girls 8th Grade Division 1>Gainesville G8-1* Hampson', points=52, against=28, error=False)
CsvRow(db_id=7431169, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 5th grade Division 1>McLean G5-1 McNicoll', opponent='>Girls>Girls 5th grade Division 1>DYS G5-1 Samson', points=21, against=37, error=False)
CsvRow(db_id=7431496, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker', opponent='>Boys>Boys 7th Grade Division 2>Burke B7-* Shouman', points=57, against=64, error=False)
CsvRow(db_id=7390024, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 6th Grade Division 2>SYA G6 -* Johnson', opponent='>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth', points=33, against=13, error=False)
CsvRow(db_id=7390326, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah', opponent='>Boys>Boys 6th Grade Division 1>McLean B6-1 Tallent', points=47, against=42, error=False)
CsvRow(db_id=7431482, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 3>CYA B8-3 Hessell', opponent='>Boys>Boys 8th Grade Division 3>SYA B8-* White', points=31, against=48, error=False)
CsvRow(db_id=7431469, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 3>Burke B5-3 Hess', opponent='>Boys>Boys 5th grade Division 3>Gainesville B5-3  Penn', points=28, against=35, error=False)
CsvRow(db_id=7431468, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 3>SYA B5-3  Vickers', opponent='>Boys>Boys 5th grade Division 3>Herndon B5-3 Sevila', points=24, against=32, error=False)
CsvRow(db_id=7389066, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 7th Grade Division 3>Great Falls B7-3 Conver', opponent='>Boys>Boys 7th Grade Division 3>Fort Hunt B7-3 Loving', points=32, against=69, error=False)
CsvRow(db_id=7388797, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 3>Gainesville B8-3 Brown', opponent='>Boys>Boys 8th Grade Division 3>Herndon B8-3 Baker', points=44, against=37, error=False)
CsvRow(db_id=7387189, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 1>Gainesville B8-1 Dandrea', opponent='>Boys>Boys 8th Grade Division 1>Vienna B8-1 Marsden', points=54, against=55, error=False)
CsvRow(db_id=7431307, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 5th grade Division 2>McLean B5-2 Cecere', opponent='>Boys>Boys 5th grade Division 2>BRYC B5-2  Shin', points=30, against=27, error=False)
CsvRow(db_id=7387266, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim', opponent='>Girls>Girls 8th Grade Division 1>Burke G8-1 Zahui.', points=46, against=36, error=False)
CsvRow(db_id=7430971, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 5th grade Division 2>Annandale G5-2 Anderson', opponent='>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone', points=19, against=25, error=False)
CsvRow(db_id=7390021, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 6th Grade Division 1>Gainesville G6-1 Murray', opponent='>Girls>Girls 6th Grade Division 1>FPYC G6-1  Varner', points=17, against=36, error=False)
CsvRow(db_id=7388462, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Gainesville B8-2 Maxwell', opponent='>Boys>Boys 8th Grade Division 2 >FPYC B8-2 Davis', points=36, against=55, error=False)
CsvRow(db_id=7390023, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Girls>Girls 6th Grade Division 1>McLean G6-1 Hazzan', opponent='>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Harris', points=32, against=26, error=False)
CsvRow(db_id=7388465, date='2023-01-15', real_date=datetime.datetime(2023, 1, 15, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Desenti', opponent='>Boys>Boys 8th Grade Division 2 >McLean B8-2 Ball', points=45, against=49, error=False)
CsvRow(db_id=7389856, date='2023-01-17', real_date=datetime.datetime(2023, 1, 17, 0, 0), team='>Boys>Boys 7th Grade Division 2>BRYC B7-2 Thanos', opponent='>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Papadopoulos', points=21, against=51, error=False)
CsvRow(db_id=7390335, date='2023-01-17', real_date=datetime.datetime(2023, 1, 17, 0, 0), team='>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours', opponent='>Boys>Boys 6th Grade Division 1>Vienna B6-1 Nmah', points=46, against=44, error=False)
CsvRow(db_id=7389853, date='2023-01-17', real_date=datetime.datetime(2023, 1, 17, 0, 0), team='>Boys>Boys 7th Grade Division 2>Arlington B7-2 Parker', opponent='>Boys>Boys 7th Grade Division 2>Fort Hunt B7-2 Estenson', points=42, against=61, error=False)
CsvRow(db_id=7389857, date='2023-01-17', real_date=datetime.datetime(2023, 1, 17, 0, 0), team='>Boys>Boys 7th Grade Division 3>Lee Mt. Vernon B7-* Beisner', opponent='>Boys>Boys 7th Grade Division 3>Gainesville B7-  Jackson', points=50, against=48, error=False)
CsvRow(db_id=7389855, date='2023-01-17', real_date=datetime.datetime(2023, 1, 17, 0, 0), team='>Boys>Boys 7th Grade Division 2>Great Falls B7-2 Klein', opponent='>Boys>Boys 7th Grade Division 2>CYA B7-* Baltazar', points=58, against=49, error=False)
CsvRow(db_id=7389854, date='2023-01-17', real_date=datetime.datetime(2023, 1, 17, 0, 0), team='>Boys>Boys 7th Grade Division 2>McLean B7-2 Berusch', opponent='>Boys>Boys 7th Grade Division 2>FPYC B7-2 Nickle', points=40, against=58, error=False)
CsvRow(db_id=7387215, date='2023-01-18', real_date=datetime.datetime(2023, 1, 18, 0, 0), team='>Boys>Boys 8th Grade Division 1>Lee District B8-1 Love', opponent='>Boys>Boys 8th Grade Division 1>BRYC B8-1 Lee', points=68, against=40, error=False)
CsvRow(db_id=7387184, date='2023-01-18', real_date=datetime.datetime(2023, 1, 18, 0, 0), team='>Boys>Boys 8th Grade Division 1>Arlington B8-1 McLean', opponent='>Boys>Boys 8th Grade Division 1>McLean B8-1 Harley', points=49, against=77, error=False)
CsvRow(db_id=7387754, date='2023-01-18', real_date=datetime.datetime(2023, 1, 18, 0, 0), team='>Girls>Girls 8th Grade Division 2>Reston G8-2 Altamirano', opponent='>Girls>Girls 8th Grade Division 2>Lee District G8- 2 Tickner', points=26, against=37, error=False)
CsvRow(db_id=7387755, date='2023-01-19', real_date=datetime.datetime(2023, 1, 19, 0, 0), team='>Girls>Girls 8th Grade Division 1>McLean G8-1 Kim', opponent='>Girls>Girls 8th Grade Division 1>Gainesville G8-1* Hampson', points=45, against=36, error=False)
CsvRow(db_id=7387756, date='2023-01-19', real_date=datetime.datetime(2023, 1, 19, 0, 0), team='>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker', opponent='>Girls>Girls 8th Grade Division 2>Great Falls G8- 2 Hasan', points=27, against=23, error=False)
CsvRow(db_id=7387757, date='2023-01-19', real_date=datetime.datetime(2023, 1, 19, 0, 0), team='>Girls>Girls 8th Grade Division 2>Burke G8-2 Zahui', opponent='>Girls>Girls 8th Grade Division 2>CYA G8-2 Raptis', points=33, against=12, error=False)
CsvRow(db_id=7390538, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 2>Arlington B6-2 Romasco', opponent='>Boys>Boys 6th Grade Division 2>Lee District B6-2 Diffenbach', points=42, against=44, error=False)
CsvRow(db_id=7430946, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 2>Lee Mt. Vernon G5-2  Allen', opponent='>Girls>Girls 5th grade Division 2>BRYC G5-2  Larson', points=20, against=21, error=False)
CsvRow(db_id=7431141, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 1>Great Falls G5-1 Rewalt', opponent='>Girls>Girls 5th grade Division 1>McLean G5-1 McNicoll', points=31, against=16, error=False)
CsvRow(db_id=7390084, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 6th Grade Division 2>Gainesville G6-2 Hiltner', opponent='>Girls>Girls 6th Grade Division 2>Burke G6-2 Thomas', points=15, against=6, error=False)
CsvRow(db_id=7431256, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 2>BRYC B5-2  Hoagland', opponent='>Boys>Boys 5th grade Division 2>Gainesville B5- 2 Bellis', points=32, against=35, error=False)
CsvRow(db_id=7390204, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 3>Burke B6-3 Tucker', opponent='>Boys>Boys 6th Grade Division 3>FPYC B6-3 Ragan', points=43, against=38, error=False)
CsvRow(db_id=7390085, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Harris', opponent='>Girls>Girls 6th Grade Division 1>Arlington G6-* Gary', points=22, against=30, error=False)
CsvRow(db_id=7431258, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 2>CYA B5-2 Goodman', opponent='>Boys>Boys 5th grade Division 2>Fort Hunt B5-2 Blanton', points=36, against=58, error=False)
CsvRow(db_id=7390086, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 6th Grade Division 2>Great Falls G6-2 Lonnett/Outlaw', opponent='>Girls>Girls 6th Grade Division 2>BRYC G6-2 Suddarth', points=25, against=15, error=False)
CsvRow(db_id=7431143, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Mathes', opponent='>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman', points=30, against=18, error=False)
CsvRow(db_id=7430949, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 2>Gainesville G5-2 Ratcliff', opponent='>Girls>Girls 5th grade Division 2>CYA G5-2  Wilke', points=16, against=23, error=False)
CsvRow(db_id=7431453, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 3>Gainesville B5-3  Penn', opponent='>Boys>Boys 5th grade Division 3>Herndon B5-3 Sevila', points=21, against=26, error=False)
CsvRow(db_id=7389787, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 7th Grade Division 2>McLean G7-2 Horenstein', opponent='>Girls>Girls 7th Grade Division 2>Gainesville G7-2 Lawhorne', points=21, against=47, error=False)
CsvRow(db_id=7431330, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 1>Great Falls B5-1 Bovenzi', opponent='>Boys>Boys 5th grade Division 1>CYA B5-1 Batta', points=48, against=50, error=False)
CsvRow(db_id=7431260, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 2>BRYC B5-2  Shin', opponent='>Boys>Boys 5th grade Division 2>FPYC B5-2 Plummer', points=39, against=37, error=False)
CsvRow(db_id=7430948, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 2>SYA G5-2 Trullender', opponent='>Girls>Girls 5th grade Division 2>Annandale G5-2 Anderson', points=16, against=25, error=False)
CsvRow(db_id=7390540, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Greiner', opponent='>Boys>Boys 6th Grade Division 2>Gainesville B6-2 Siguere', points=38, against=32, error=False)
CsvRow(db_id=7431481, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 8th Grade Division 3>SYA B8-* White', opponent='>Boys>Boys 8th Grade Division 3>Burke B8- 3 DiSilvestro', points=50, against=54, error=False)
CsvRow(db_id=7431255, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 2>Arlington B5 -2 Farrell /Mah', opponent='>Boys>Boys 5th grade Division 2>Great Falls B5-2 Harper', points=51, against=12, error=False)
CsvRow(db_id=7390537, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 2>Vienna B6-2 Powell.', opponent='>Boys>Boys 6th Grade Division 2>McLean B6-2 Klett', points=40, against=31, error=False)
CsvRow(db_id=7431257, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 2>McLean B5-2 Cecere', opponent='>Boys>Boys 5th grade Division 2>Manassas Park B5-2 Toth', points=27, against=37, error=False)
CsvRow(db_id=7431327, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 1>McLean B5-1 Sweeny', opponent='>Boys>Boys 5th grade Division 1>Burke B5-1 Jackson', points=48, against=40, error=False)
CsvRow(db_id=7390536, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 2>CYA B6-2 Kim', opponent='>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Hankins', points=41, against=33, error=False)
CsvRow(db_id=7388472, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Reston B8-2 Love', opponent='>Boys>Boys 8th Grade Division 2 >Gum Springs B8-2 Smith', points=48, against=70, error=False)
CsvRow(db_id=7431329, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey', opponent='>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka', points=41, against=24, error=False)
CsvRow(db_id=7431331, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 1>SYA B5-1 Ball', opponent='>Boys>Boys 5th grade Division 1>BRYC B5-1 Webb', points=52, against=61, error=False)
CsvRow(db_id=7390332, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 1>Turnpike B6- Ours', opponent='>Boys>Boys 6th Grade Division 1>CYA B6-1 McNutt', points=34, against=46, error=False)
CsvRow(db_id=7390539, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 2>SYA B6-2 Purdy', opponent='>Boys>Boys 6th Grade Division 2>Springfield B6-2 Osborne', points=47, against=34, error=False)
CsvRow(db_id=7431259, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 2>Reston B5-2 Brooks', opponent='>Boys>Boys 5th grade Division 2>Lee Mt. Vernon B5-2 Black', points=27, against=35, error=False)
CsvRow(db_id=7430947, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 2>FPYC G5-2 Anderson', opponent='>Girls>Girls 5th grade Division 2>DYS G5-2 Ranone', points=6, against=27, error=False)
CsvRow(db_id=7430950, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 5th grade Division 2>McLean G5-2 Roth', opponent='>Girls>Girls 5th grade Division 2>Arlington G5-2 Wishneff', points=7, against=20, error=False)
CsvRow(db_id=7390203, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 6th Grade Division 3>Manassas Park B6 3 Legions', opponent='>Boys>Boys 6th Grade Division 3>Lee Mt. Vernon B6-3 Degenhardt', points=31, against=28, error=False)
CsvRow(db_id=7388469, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 8th Grade Division 2 >Mt. Vernon B8-2 Woodhall', opponent='>Boys>Boys 8th Grade Division 2 >Herndon B8-2 Mendelsohn', points=23, against=59, error=False)
CsvRow(db_id=7431452, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Boys>Boys 5th grade Division 3>DYS B5 -3 Armstrong', opponent='>Boys>Boys 5th grade Division 3>SYA B5-3  Vickers', points=26, against=50, error=False)
CsvRow(db_id=7387260, date='2023-01-21', real_date=datetime.datetime(2023, 1, 21, 0, 0), team='>Girls>Girls 8th Grade Division 1>CYA G8-1 Dowling', opponent='>Girls>Girls 8th Grade Division 1>McLean G8-1 Norton', points=30, against=39, error=False)
